time,instrument,order_id,expired
777401,NSE-CARD,149238,False
777401,NSE-CARD,149236,False
777402,NSE-CARD,149237,False
777402,NSE-CARD,149241,False
777402,NSE-CARD,149234,False
777402,NSE-CARD,149239,False
777402,NSE-CARD,149240,False
777403,NSE-DLKV,107809,False
777403,NSE-DLKV,107807,False
777403,NSE-DLKV,107805,False
777403,NSE-DLKV,107803,False
777403,NSE-DLKV,107802,False
777403,NSE-DLKV,107811,False
777403,NSE-DLKV,107804,False
777403,NSE-DLKV,107808,False
777403,NSE-DLKV,107806,False
777404,NSE-DLKV,107810,False
777404,NSE-OIT,107414,False
777404,NSE-OIT,107419,False
777404,NSE-OIT,107417,False
777404,NSE-OIT,107418,False
777404,NSE-OIT,107415,False
777404,NSE-OIT,107413,False
777404,NSE-OIT,107412,False
777404,NSE-OIT,107416,False
777404,NSE-OIT,107420,False
777405,NSE-SIMP,125440,False
777405,NSE-SIMP,125438,False
777405,NSE-SIMP,125436,False
777405,NSE-SIMP,125434,False
777405,NSE-SIMP,125437,False
777405,NSE-SIMP,125441,False
777406,NSE-SIMP,125435,False
777406,NSE-SIMP,125439,False
777406,NSE-ZABA,107975,False
777406,NSE-ZABA,107970,False
777406,NSE-ZABA,107968,False
777406,NSE-ZABA,107973,False
777406,NSE-ZABA,107971,False
777406,NSE-ZABA,107969,False
777406,NSE-ZABA,107976,False
777407,NSE-ZABA,107972,False
777407,NSE-ZABA,107974,False
777407,NSE-ZABA,107967,False
777407,NSE-ZITO,104283,False
777407,NSE-ZITO,104281,False
777407,NSE-ZITO,104274,False
777407,NSE-ZITO,104282,False
777408,NSE-ZITO,104278,False
777408,NSE-ZITO,104279,False
777408,NSE-ZITO,104276,False
777408,NSE-ZITO,104275,False
777408,NSE-ZITO,104280,False
777408,NSE-ZITO,104277,False
777414,NSE-CARD,149267,False
777434,NSE-CARD,149269,False
777435,NSE-CARD,149270,False
777435,NSE-SIMP,125462,False
777435,NSE-SIMP,125463,False
777435,NSE-SIMP,125464,False
777435,NSE-SIMP,125465,False
777448,NSE-ZITO,104297,False
777451,NSE-SIMP,125466,False
777457,NSE-SIMP,125467,False
777461,NSE-SIMP,125469,False
777482,NSE-ZABA,107990,False
777501,NSE-CARD,149262,False
777501,NSE-CARD,149261,False
777501,NSE-CARD,149260,False
777501,NSE-CARD,149259,False
777501,NSE-CARD,149258,False
777501,NSE-CARD,149263,False
777501,NSE-CARD,149264,False
777502,NSE-DLKV,107825,False
777502,NSE-DLKV,107824,False
777502,NSE-DLKV,107821,False
777502,NSE-DLKV,107819,False
777502,NSE-DLKV,107817,False
777503,NSE-DLKV,107822,False
777503,NSE-DLKV,107818,False
777503,NSE-DLKV,107823,False
777503,NSE-DLKV,107820,False
777503,NSE-OIT,107432,False
777503,NSE-OIT,107430,False
777503,NSE-OIT,107429,False
777503,NSE-OIT,107428,False
777503,NSE-OIT,107425,False
777504,NSE-OIT,107426,False
777504,NSE-OIT,107427,False
777504,NSE-OIT,107433,False
777504,NSE-OIT,107431,False
777504,NSE-SIMP,125460,False
777504,NSE-SIMP,125458,False
777504,NSE-SIMP,125453,False
777504,NSE-SIMP,125452,False
777504,NSE-SIMP,125457,False
777505,NSE-SIMP,125459,False
777505,NSE-SIMP,125455,False
777505,NSE-SIMP,125454,False
777505,NSE-SIMP,125456,False
777505,NSE-ZABA,107987,False
777505,NSE-ZABA,107985,False
777505,NSE-ZABA,107984,False
777505,NSE-ZABA,107979,False
777505,NSE-ZABA,107983,False
777505,NSE-ZABA,107981,False
777505,NSE-ZABA,107988,False
777505,NSE-ZABA,107982,False
777505,NSE-ZABA,107980,False
777506,NSE-ZABA,107986,False
777506,NSE-ZITO,104296,False
777506,NSE-ZITO,104295,False
777506,NSE-ZITO,104294,False
777506,NSE-ZITO,104293,False
777506,NSE-ZITO,104292,False
777506,NSE-ZITO,104290,False
777506,NSE-ZITO,104291,False
777507,NSE-ZITO,104287,False
777507,NSE-ZITO,104288,False
777507,NSE-ZITO,104289,False
777507,NSE-CARD,149289,False
777527,NSE-SIMP,125481,False
777539,NSE-CARD,149290,False
777549,NSE-SIMP,125482,False
777552,NSE-SIMP,125486,False
777578,NSE-CARD,149224,False
777578,NSE-CARD,149226,False
777578,NSE-CARD,149228,False
777578,NSE-CARD,149229,False
777580,NSE-SIMP,125422,False
777580,NSE-SIMP,125423,False
777580,NSE-SIMP,125424,False
777580,NSE-SIMP,125425,False
777580,NSE-SIMP,125426,False
777580,NSE-SIMP,125427,False
777588,NSE-CARD,149300,False
777602,NSE-CARD,149286,False
777602,NSE-CARD,149284,False
777602,NSE-CARD,149282,False
777602,NSE-CARD,149279,False
777602,NSE-CARD,149288,False
777603,NSE-CARD,149285,False
