time,instrument,order_id,expired
776986,NASDAQ-CARD,156591,False
776989,NASDAQ-ETFB,115763,False
776989,NASDAQ-ZITO,107454,False
776989,NASDAQ-ZITO,107455,False
776989,NASDAQ-HT,115100,False
776989,NASDAQ-CARD,156592,False
776989,NASDAQ-CARD,156593,False
776989,NASDAQ-CARD,156594,False
776989,NASDAQ-CARD,156595,False
776989,NASDAQ-CARD,156596,False
776989,NASDAQ-SIMP,125136,False
776991,NASDAQ-ETFB3,118265,False
776991,NASDAQ-ETFB3,118260,False
776991,NASDAQ-ETFB3,118258,False
776991,NASDAQ-ETFB3,118257,False
776991,NASDAQ-ETFB3,118261,False
776992,NASDAQ-ETFB3,118264,False
776992,NASDAQ-ETFB3,118256,False
776992,NASDAQ-ETFB3,118262,False
776992,NASDAQ-ETFB3,118263,False
776992,NASDAQ-ETFB3,118259,False
776993,NASDAQ-ETFB,115754,False
776993,NASDAQ-ETFB,115751,False
776993,NASDAQ-ETFB,115750,False
776993,NASDAQ-ETFB,115759,False
776993,NASDAQ-ETFB,115757,False
776993,NASDAQ-ETFB,115756,False
776993,NASDAQ-ETFB,115755,False
776994,NASDAQ-ETFB,115752,False
776995,NASDAQ-ETFB,115753,False
776995,NASDAQ-ETFB,115758,False
776997,NASDAQ-CARD,156585,False
776997,NASDAQ-CARD,156584,False
776997,NASDAQ-CARD,156580,False
776997,NASDAQ-CARD,156578,False
776997,NASDAQ-CARD,156577,False
776997,NASDAQ-CARD,156583,False
776997,NASDAQ-CARD,156581,False
776997,NASDAQ-CARD,156579,False
776998,NASDAQ-CARD,156582,False
776999,NASDAQ-DLKV,113832,False
776999,NASDAQ-DLKV,113824,False
777000,NASDAQ-DLKV,113830,False
777000,NASDAQ-DLKV,113825,False
777000,NASDAQ-DLKV,113823,False
777000,NASDAQ-DLKV,113831,False
777000,NASDAQ-DLKV,113827,False
777000,NASDAQ-DLKV,113826,False
777000,NASDAQ-DLKV,113828,False
777000,NASDAQ-DLKV,113829,False
777001,NASDAQ-FSR,113927,False
777001,NASDAQ-FSR,113923,False
777001,NASDAQ-FSR,113920,False
777001,NASDAQ-FSR,113925,False
777001,NASDAQ-FSR,113918,False
777001,NASDAQ-FSR,113919,False
777001,NASDAQ-FSR,113922,False
777001,NASDAQ-FSR,113926,False
777001,NASDAQ-FSR,113924,False
777001,NASDAQ-FSR,113921,False
777002,NASDAQ-GOLD,108662,False
777002,NASDAQ-GOLD,108660,False
777002,NASDAQ-GOLD,108658,False
777002,NASDAQ-GOLD,108656,False
777002,NASDAQ-GOLD,108664,False
777002,NASDAQ-GOLD,108655,False
777002,NASDAQ-GOLD,108657,False
777002,NASDAQ-GOLD,108659,False
777002,NASDAQ-GOLD,108661,False
777002,NASDAQ-GOLD,108663,False
777003,NASDAQ-HT,115090,False
777003,NASDAQ-HT,115093,False
777003,NASDAQ-HT,115091,False
777003,NASDAQ-HT,115089,False
777003,NASDAQ-HT,115087,False
777003,NASDAQ-HT,115094,False
777003,NASDAQ-HT,115088,False
777003,NASDAQ-HT,115085,False
777003,NASDAQ-HT,115092,False
777003,NASDAQ-INA,117651,False
777003,NASDAQ-INA,117650,False
777003,NASDAQ-INA,117649,False
777003,NASDAQ-INA,117647,False
777003,NASDAQ-INA,117645,False
777003,NASDAQ-INA,117643,False
777003,NASDAQ-INA,117642,False
777003,NASDAQ-INA,117644,False
777003,NASDAQ-INA,117646,False
777003,NASDAQ-INA,117648,False
777004,NASDAQ-KOTD,120952,False
777004,NASDAQ-KOTD,120948,False
777004,NASDAQ-KOTD,120946,False
777004,NASDAQ-KOTD,120945,False
777004,NASDAQ-KOTD,120944,False
777004,NASDAQ-KOTD,120953,False
777004,NASDAQ-KOTD,120951,False
777004,NASDAQ-KOTD,120950,False
777004,NASDAQ-KOTD,120947,False
777004,NASDAQ-KOTD,120949,False
777004,NASDAQ-NGUP,114727,False
777004,NASDAQ-NGUP,114725,False
777004,NASDAQ-NGUP,114723,False
777004,NASDAQ-NGUP,114721,False
777004,NASDAQ-NGUP,114720,False
777004,NASDAQ-NGUP,114719,False
777004,NASDAQ-NGUP,114724,False
777004,NASDAQ-NGUP,114726,False
777004,NASDAQ-NGUP,114722,False
777004,NASDAQ-SIMP,125129,False
777004,NASDAQ-SIMP,125128,False
777004,NASDAQ-SIMP,125127,False
777004,NASDAQ-SIMP,125124,False
777004,NASDAQ-SIMP,125122,False
777005,NASDAQ-SIMP,125123,False
777005,NASDAQ-SIMP,125120,False
777005,NASDAQ-SIMP,125125,False
777005,NASDAQ-SIMP,125126,False
777005,NASDAQ-ZITO,107452,False
777005,NASDAQ-ZITO,107451,False
777005,NASDAQ-ZITO,107449,False
777005,NASDAQ-ZITO,107447,False
777005,NASDAQ-ZITO,107446,False
777005,NASDAQ-ZITO,107444,False
777005,NASDAQ-ZITO,107450,False
777005,NASDAQ-ZITO,107445,False
777006,NASDAQ-ZITO,107443,False
777007,NASDAQ-ZITO,107448,False
777007,NASDAQ-CARD,156608,False
777007,NASDAQ-FSR,113941,False
777007,NASDAQ-ETFB,115775,False
777007,NASDAQ-ETFB3,118284,False
777009,NASDAQ-CARD,156610,False
777013,NASDAQ-GOLD,108681,False
777013,NASDAQ-GOLD,108682,False
777013,NASDAQ-NGUP,114744,False
777013,NASDAQ-NGUP,114745,False
777014,NASDAQ-DLKV,113843,False
777019,NASDAQ-CARD,156611,False
777020,NASDAQ-DLKV,113844,False
777022,NASDAQ-ETFB3,118286,False
777033,NASDAQ-CARD,156612,False
777051,NASDAQ-DLKV,113845,False
777058,NASDAQ-GOLD,108683,False
777064,NASDAQ-CARD,156613,False
777071,NASDAQ-ZITO,107472,False
777089,NASDAQ-CARD,156615,False
777090,NASDAQ-ETFB,115778,False
777091,NASDAQ-ETFB3,118281,False
777091,NASDAQ-ETFB3,118279,False
777091,NASDAQ-ETFB3,118274,False
777091,NASDAQ-ETFB3,118273,False
777091,NASDAQ-ETFB3,118277,False
777091,NASDAQ-ETFB3,118278,False
777091,NASDAQ-ETFB3,118276,False
777092,NASDAQ-ETFB3,118282,False
777092,NASDAQ-ETFB3,118275,False
777092,NASDAQ-ETFB3,118280,False
777092,NASDAQ-ETFB,115773,False
777092,NASDAQ-ETFB,115772,False
777092,NASDAQ-ETFB,115771,False
777092,NASDAQ-ETFB,115770,False
777092,NASDAQ-ETFB,115769,False
777092,NASDAQ-ETFB,115768,False
777092,NASDAQ-ETFB,115765,False
777092,NASDAQ-ETFB,115764,False
777093,NASDAQ-ETFB,115766,False
777094,NASDAQ-ETFB,115767,False
777095,NASDAQ-CARD,156606,False
777095,NASDAQ-CARD,156605,False
777095,NASDAQ-CARD,156604,False
777095,NASDAQ-CARD,156603,False
777095,NASDAQ-CARD,156601,False
777095,NASDAQ-CARD,156598,False
777096,NASDAQ-CARD,156602,False
777096,NASDAQ-CARD,156600,False
777096,NASDAQ-CARD,156607,False
777097,NASDAQ-DLKV,113842,False
777097,NASDAQ-DLKV,113836,False
777097,NASDAQ-DLKV,113834,False
777097,NASDAQ-DLKV,113838,False
777097,NASDAQ-DLKV,113835,False
777097,NASDAQ-DLKV,113837,False
777097,NASDAQ-DLKV,113833,False
777097,NASDAQ-DLKV,113840,False
777097,NASDAQ-DLKV,113841,False
777097,NASDAQ-DLKV,113839,False
777097,NASDAQ-FSR,113936,False
777097,NASDAQ-FSR,113934,False
777098,NASDAQ-FSR,113932,False
777098,NASDAQ-FSR,113933,False
777098,NASDAQ-FSR,113935,False
777098,NASDAQ-FSR,113937,False
777098,NASDAQ-FSR,113939,False
777098,NASDAQ-FSR,113940,False
777098,NASDAQ-FSR,113938,False
777098,NASDAQ-GOLD,108677,False
777098,NASDAQ-GOLD,108675,False
777098,NASDAQ-GOLD,108671,False
777098,NASDAQ-GOLD,108669,False
777098,NASDAQ-GOLD,108676,False
777098,NASDAQ-GOLD,108678,False
777098,NASDAQ-GOLD,108672,False
777099,NASDAQ-GOLD,108674,False
777099,NASDAQ-GOLD,108670,False
777099,NASDAQ-GOLD,108673,False
777099,NASDAQ-HT,115110,False
777099,NASDAQ-HT,115109,False
777099,NASDAQ-HT,115107,False
777099,NASDAQ-HT,115106,False
777099,NASDAQ-HT,115101,False
777099,NASDAQ-HT,115105,False
777099,NASDAQ-HT,115108,False
