time,instrument,order_id,expired
777380,JPX-ETFSH,113335,False
777380,JPX-ETFSH,113333,False
777380,JPX-ETFSH,113331,False
777380,JPX-ETFSH,113329,False
777380,JPX-ETFSH,113332,False
777380,JPX-ETFSH,113334,False
777380,JPX-ETFSH,113330,False
777380,JPX-ETFSH,113328,False
777381,JPX-ETFSH,113327,False
777382,JPX-ETFSH,113326,False
777382,JPX-CARD,139795,False
777382,JPX-CARD,139794,False
777382,JPX-CARD,139792,False
777382,JPX-CARD,139791,False
777382,JPX-CARD,139793,False
777383,JPX-CARD,139799,False
777383,JPX-CARD,139797,False
777383,JPX-CARD,139798,False
777383,JPX-CARD,139796,False
777383,JPX-CARD,139790,False
777383,JPX-GOLD,114293,False
777383,JPX-GOLD,114292,False
777383,JPX-GOLD,114289,False
777383,JPX-GOLD,114287,False
777383,JPX-GOLD,114288,False
777383,JPX-GOLD,114286,False
777383,JPX-GOLD,114285,False
777383,JPX-GOLD,114291,False
777384,JPX-GOLD,114290,False
777384,JPX-HT,108886,False
777384,JPX-HT,108885,False
777384,JPX-HT,108884,False
777384,JPX-HT,108883,False
777384,JPX-HT,108882,False
777384,JPX-HT,108881,False
777384,JPX-HT,108880,False
777384,JPX-HT,108879,False
777384,JPX-HT,108878,False
777384,JPX-HT,108887,False
777384,JPX-JNAF,110172,False
777384,JPX-JNAF,110171,False
777384,JPX-JNAF,110170,False
777384,JPX-JNAF,110169,False
777384,JPX-JNAF,110166,False
777384,JPX-JNAF,110164,False
777384,JPX-JNAF,110173,False
777384,JPX-JNAF,110168,False
777384,JPX-JNAF,110165,False
777384,JPX-JNAF,110167,False
777384,JPX-KTST,104404,False
777384,JPX-KTST,104402,False
777384,JPX-KTST,104400,False
777384,JPX-KTST,104398,False
777384,JPX-KTST,104396,False
777384,JPX-KTST,104403,False
777384,JPX-KTST,104401,False
777384,JPX-KTST,104399,False
777384,JPX-KTST,104397,False
777384,JPX-KTST,104395,False
777385,JPX-SIMP,120962,False
777385,JPX-SIMP,120960,False
777385,JPX-SIMP,120959,False
777385,JPX-SIMP,120958,False
777385,JPX-SIMP,120956,False
777385,JPX-SIMP,120954,False
777385,JPX-SIMP,120955,False
777386,JPX-SIMP,120957,False
777386,JPX-SIMP,120961,False
777386,JPX-XAG,109590,False
777386,JPX-XAG,109588,False
777386,JPX-XAG,109587,False
777386,JPX-XAG,109586,False
777386,JPX-XAG,109583,False
777386,JPX-XAG,109582,False
777386,JPX-XAG,109581,False
777386,JPX-XAG,109584,False
777386,JPX-XAG,109589,False
777386,JPX-XAG,109585,False
777426,JPX-HT,108901,False
777427,JPX-CARD,139815,False
777427,JPX-CARD,139816,False
777428,JPX-HT,108902,False
777428,JPX-GOLD,114314,False
777429,JPX-GOLD,114315,False
777429,JPX-GOLD,114316,False
777433,JPX-GOLD,114319,False
777438,JPX-JNAF,110186,False
777438,JPX-XAG,109604,False
777439,JPX-GOLD,114055,False
777480,JPX-ETFSH,113351,False
777480,JPX-ETFSH,113349,False
777480,JPX-ETFSH,113348,False
777480,JPX-ETFSH,113347,False
777480,JPX-ETFSH,113350,False
777480,JPX-ETFSH,113343,False
777481,JPX-ETFSH,113346,False
777481,JPX-ETFSH,113345,False
777481,JPX-ETFSH,113352,False
777481,JPX-ETFSH,113344,False
777482,JPX-CARD,139813,False
777482,JPX-CARD,139812,False
777482,JPX-CARD,139811,False
777482,JPX-CARD,139809,False
777482,JPX-CARD,139807,False
777483,JPX-CARD,139814,False
777483,JPX-CARD,139806,False
777483,JPX-CARD,139805,False
777483,JPX-CARD,139808,False
777483,JPX-CARD,139810,False
777483,JPX-GOLD,114313,False
777483,JPX-GOLD,114312,False
777483,JPX-GOLD,114310,False
777483,JPX-GOLD,114308,False
777483,JPX-GOLD,114306,False
777483,JPX-GOLD,114305,False
777483,JPX-GOLD,114307,False
777483,JPX-GOLD,114311,False
777483,JPX-GOLD,114309,False
777484,JPX-HT,108899,False
777484,JPX-HT,108895,False
777484,JPX-HT,108894,False
777484,JPX-HT,108892,False
777484,JPX-HT,108897,False
777484,JPX-HT,108893,False
777484,JPX-HT,108900,False
777484,JPX-HT,108896,False
777484,JPX-HT,108898,False
777484,JPX-JNAF,110180,False
777484,JPX-JNAF,110178,False
777484,JPX-JNAF,110176,False
777484,JPX-JNAF,110174,False
777484,JPX-JNAF,110177,False
777484,JPX-JNAF,110175,False
777484,JPX-JNAF,110183,False
777484,JPX-JNAF,110181,False
777484,JPX-JNAF,110182,False
777484,JPX-JNAF,110179,False
777484,JPX-KTST,104414,False
777484,JPX-KTST,104413,False
777484,JPX-KTST,104411,False
777484,JPX-KTST,104407,False
777484,JPX-KTST,104406,False
777484,JPX-KTST,104405,False
777484,JPX-KTST,104410,False
